0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.08474120548578942,-0.0819841566187246,0.05150586506816922,0.06563362968167774,0.06957647419695309,0.08935418133072012,0.07968619436850025,0.13585504355188766,0.16429659828085647,0.08451168508119346,0.05688417795475488,0.025634405765122895,0.23001797436609517,0.12427378015219373,0.16821613095842014,-0.21215228437294756,0.23030214588832765,0.07639560572851413,0.14659477434665494,0.04087551754872122,0.056495699787682395,0.07901890912758802,0.03298428436049926,0.8480062680072142,0.2011122925401047,0.4934156400419397,0.08099238060667947,0.10332724056690451,-0.14035465406540074,-0.013980370570629869,-0.04868718003797792,0.03978727909020955,0.15438500761999802,0.08985187025059409,0.1795446943041451,0.10242542012623046,0.1595754975305092,0.14920504639864424,0.024444619379243873,0.15718724983451227,0.009255314344486024,0.13570799089155375,0.11254756381929304,0.21351740135542022,0.12513370108024963,0.09078884383069621,0.16639953944836655,0.16377195216871132,0.0
0.0,0.1610116635900784,0.2231135389780592,0.1138596289488463,0.1901259216547782,0.2356780749897699,0.37138733361761717,0.06352270272863489,0.2726844582552475,0.2610010741742137,0.39137500260030444,0.19229769167711533,0.17071251387025688,0.4072893642153623,0.43022718381487185,0.21608619153241357,0.11744093337128486,0.17441051571383256,0.3023741863101033,0.19598625092725613,0.39223935230714035,0.3068412383395949,0.1256745381535596,0.6363302323159946,0.21157761528231042,0.7454454659530925,0.1851245542230903,0.390371234962285,0.061241849212666885,0.12017867138469297,-0.07582292303891466,0.07543923784606231,0.298360554614726,0.41158974551390387,0.3495816824463488,0.4527955684916278,0.24934511844952237,0.14887853166867454,0.3609957216054444,0.31266190605850536,0.1698988760093909,0.25281450870590255,0.11840864174005959,0.32536438346370405,0.24398481043064912,0.4625439755923671,0.16739532204613844,0.4166684982768975,0.2844778523298706,0.0
0.0,0.2513958326391736,0.23929814162561552,0.4873227071408405,0.30608855604388185,0.43803104383483793,0.1803065610540732,0.5628281038988507,0.38102230010314375,0.38005656072016536,0.3289762436044789,0.43206290842254763,0.36930923420708545,0.1589259747236284,0.18386966550850536,0.4385474292440736,0.46703647554080785,0.2727677854261218,0.3286955379539763,0.1916639752831245,0.21296776967302794,0.16450487596253413,0.6843764634883016,0.0027092043266680813,0.9399085345457227,-0.01476139888080756,0.7428481485868195,0.10534446004573676,0.4883539531344941,0.12597166543568877,0.2081399237169535,0.2925177832192473,0.27665530308093134,0.18400156285457994,0.3991998868923701,0.47726678992445015,0.3549555533310933,0.4949770346475918,0.325839962026454,0.4638980847449008,0.3751476035869922,0.30290248460284896,0.33201621295918604,0.3455057410739316,0.5246136149297513,0.3059108922010318,0.5216640363439562,0.37773158741802376,0.271075562483508,0.0
0.0,0.16627505248429683,0.381992051963743,0.12544080506569905,0.5442173760965195,0.25530371932313173,0.6469542865621465,0.28753137212423985,0.6210432516466478,0.5408621746340211,0.5818565802119502,0.30964537851562773,0.36980877281829194,0.29327304388074377,0.4469299614737764,0.3958454591372082,0.3464458158384627,0.4650516361686711,0.44085970712085,0.492696284163243,0.23578282395088596,0.5870309308476152,0.07314126365100862,0.7356322991683312,0.09972107570794944,0.9532711924346556,-0.10071430200174307,0.7284538890948595,0.01622100747533156,0.5317249755301319,0.36838545624690205,0.3414943305319888,0.24312062570752122,0.3311208130278733,0.43215388536156474,0.20784306732400248,0.39403048071749386,0.2547422955872225,0.34024587939233103,0.20775018002769685,0.2784759148967169,0.4168621923532324,0.28525117072347556,0.6560667290866059,0.0900252223637543,0.7323636607892362,0.24250547794209132,0.37648258536516555,0.2124723921505516,0.0
0.0,0.3296041583880769,0.10750597608606022,0.528068899277926,0.09948504956586315,0.8725893476838865,0.2783175447731269,0.8378375152229885,0.3331188031489769,0.37417841122346335,0.31378824202244615,0.4243905066745635,0.48536966019966615,0.4045255775013337,0.3152375969442075,0.43616587239570814,0.5162013058688592,0.3119476697812503,0.5058995870927085,0.1287169405679553,0.6557015407224294,-0.023471844361970445,0.7588197723622715,0.14258078509863054,1.0580971091559317,0.42562807864585966,0.7774343848030214,-0.20543717354723298,0.7055943486210156,0.14725644452673808,0.5177990617560384,0.39166467697328705,0.46726511150536887,0.45934775355712704,0.17318214564613632,0.64317980936782,0.3162174076595661,0.7328455099218103,0.39330024190713103,0.4692498848024845,0.5762064193713906,0.20170221841537472,0.5076916175154759,0.16887469849249687,0.9023230157504601,0.2261244409382905,0.5649482222485805,0.2772265061962671,0.3648147437323304,0.0
0.0,0.2482175571717403,0.643338935600783,0.09567650932270705,0.7956513922398166,0.3598579540714077,1.1729484716962613,0.4099724072508079,0.7183012002709918,0.4527384333033979,0.5037149766813234,0.43402225456815635,0.498750508566809,0.427934858244117,0.4699694771057561,0.3906690637194762,0.3338233609576781,0.6271687948265641,0.051974170100888575,0.9377159615164463,0.12547549305465244,0.710564415000879,-0.010289336000579782,1.2066925187979498,0.4749183496915605,0.9527163976010723,0.1701571117670576,0.5852258293507512,-0.17137461846425112,0.7895400928928733,0.3436283746676507,0.5375558284846861,0.6649018328348764,0.298937891015803,0.6561521489315869,0.03217268588206842,0.7635100893367273,0.27333788382210905,0.6250657463473707,0.49305550720002556,0.1362109820242409,0.6153952831296595,0.16490132711832456,0.8444826430962764,0.41638314661940523,0.8680846277743501,0.2560998359860104,0.7261251486511235,0.1121829677110309,0.0
0.0,0.3747297390587949,0.15568085115853225,0.8107122334473458,0.27307845239461603,1.087191685736716,0.8626559191855718,1.1120342136735224,0.5134634246413989,0.47772413645359124,0.4596599612323991,0.5919155444708398,0.4951441030883131,0.4779180122620039,0.2590097880970854,0.43172464862193677,0.6964824066002474,-0.08135229192100708,1.0091618507390414,0.309767244028485,0.751359567698602,0.06139051428213423,0.8809948073718609,0.3331318508029076,1.01011804117756,0.36302791846042515,1.0151157677034177,-0.057713546133090966,0.6100367368106553,0.020491340700711836,0.781336602951878,0.24256086376181005,0.26842740124998565,0.7020740031698569,0.2772886389388018,0.7559851867070312,0.04151295055389156,0.8162809836399213,0.316316617671014,0.19343957815658822,0.5880992569413183,0.06464738065868882,0.8905905391094122,0.18641647592461016,0.7155768624147368,0.539319182117765,0.8542590793674483,0.16792009940462554,0.4381129524240964,0.0
0.0,0.13649020634246348,0.7844099057229021,0.22932030751186128,0.9058721177061825,0.8219142663573625,0.9700493680189433,0.9566330027652985,0.809181798374325,0.4654224691320974,0.6023498509087273,0.2709935411723263,0.5132545514467178,0.5305731886127267,0.5976068475441102,0.2352165678305835,0.04473940463186472,0.8619333312594015,0.31123830180769196,1.0820191520860185,0.2525026241873138,1.0077628414276807,0.24156495029543928,1.0782617162150887,0.41491404205620386,0.9529157917018173,0.4420456189839726,0.7550564076110998,-0.027760999070725524,0.7073664712721017,0.12357422182012175,0.4959444489710825,0.7713364278834077,0.31402195566221797,0.8195517447939183,0.2311524826946438,0.9351444448383757,0.18920360574314218,0.527794107218045,0.5218258493427279,0.0013868349085344664,0.7799008771874183,0.21558317274268404,1.0355224097767377,0.3490223822765903,0.6268899656501494,0.4372261014029098,0.7075351151824948,0.27571725642930445,0.0
0.0,0.6994098563032101,-0.05693830539436058,0.9907994369207296,0.5736593340998587,0.9581611975348793,1.0385202508724125,1.0400838666494858,0.604571870673059,0.6334617526221905,0.24034198429244175,0.5461016154709185,0.3439840247410933,0.5009523503031125,0.11992258317780485,0.5051355300990734,0.701955986952998,0.36731893756635764,1.3073338968023704,0.6437929193452637,1.1552640156236778,0.46673194985768585,1.1141919369742717,0.6865045862195219,0.8689632613258883,0.6741940168254613,0.714349142541742,0.10615153743843955,0.8563594899810633,0.010389743779837098,0.7582511719908701,0.32739867371512466,0.3851410662527439,0.9857413364260311,0.20388826557138154,1.0738150632594752,0.26521221025511577,0.9120547242843616,0.29025766700459515,0.2627167261115763,0.7140411610717569,0.1300031265897203,1.1682085048459208,0.4455878254799818,0.9247039307066152,0.2404012532654288,0.6462190592890935,0.2684229060283634,0.43368684249285805,0.0
